heterogeneity,words,max_category,min_category,trials_practica.thisRepN,trials_practica.thisTrialN,trials_practica.thisN,trials_practica.thisIndex,palabra_practica.thisRepN,palabra_practica.thisTrialN,palabra_practica.thisN,palabra_practica.thisIndex,cuenta_math_loop.thisRepN,cuenta_math_loop.thisTrialN,cuenta_math_loop.thisN,cuenta_math_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,palabras.thisRepN,palabras.thisTrialN,palabras.thisN,palabras.thisIndex,math_cuenta2.thisRepN,math_cuenta2.thisTrialN,math_cuenta2.thisN,math_cuenta2.thisIndex,thisRow.t,notes,Bienvenida.started,welcome.started,key_resp.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instrucciones.started,instructions.started,key_resp_2.started,instrucciones.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,fixation_cross.started,fixation.stopped,word_practica.started,examiner_quit.started,word_practica_text.started,word_practica_text.stopped,word_practica.stopped,examiner_quit.keys,free_recall.started,completion_textbox.started,text.started,key_resp_4.started,free_recall.stopped,completion_textbox.text,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,math.started,cuenta.started,cuenta_response.started,key_resp_7.started,text_4.started,math.stopped,cuenta_response.text,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,fixation_cross.stopped,examiner_quit.rt,examiner_quit.duration,fin_practica.started,practice_end.started,key_resp_3.started,fin_practica.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,word.started,word_text.started,word_text.stopped,word.stopped,fin.started,text_3.started,key_resp_6.started,fin.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036765500000910833,0.06388309999601915,0.06388309999601915,294.86420549999457,space,294.78334739999264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.86424049999914,294.87762299999304,294.87762299999304,300.5655875999946,space,5.684130900001037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.3125,"estufa,tostadora,secador de pelo,microondas,higo,picadora,papaya,arandano,frambuesa,refrigerador,melocoton,plancha,televisor,extractor,lavavajillas,aspiradora",electro,fruits,0,0,0,3,,,,,,,,,,,,,,,,,,,,,356.8859469000017,,,,,,,,,,,,,,,,300.5896686999913,300.594628699997,301.58065160000115,319.5807936999918,319.5942806999956,319.7771326999937,320.7771481999953,320.77994999999646,None,320.7801144999976,320.79367329999513,320.79367329999513,320.79367329999513,356.84662460000254,higo.estufa.tostadora,right,36.04013510000368,None,356.86655880000035,356.8859469000017,356.8859469000017,356.8859469000017,356.8859469000017,367.1324223999982,"-2
",space,10.236667899996974,None,,,,,,,,,,,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.4375,"italia,beige,australia,uk,rosa,negro,noruega,rojo,mexico,marron,bolivia,usa,dorado,peru,portugal,gris",countries,colors,0,1,1,0,,,,,,,,,,,,,,,,,,,,,372.6927088999946,,,,,,,,,,,,,,,,367.13304279999284,367.1439747999975,368.1298695000005,370.83099010000296,370.84354750000057,368.927245999992,,371.0140667999949,q,371.01474620000226,371.0266649999976,371.0266649999976,371.0266649999976,372.6647595999966,qq,right,1.6361928999976953,None,372.6698255999945,372.6927088999946,372.6927088999946,372.6927088999946,372.6927088999946,373.5141963999922,,space,0.8166822000057437,None,368.1442253999994,0.15930919999664184,None,,,,,,,,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.0625,"cian,morado,jugar,verde,granate,negro,lavanda,turquesa,celeste,gris,dorado,azul,rosa,blanco,amarillo,marron",colors,verbs,0,2,2,2,,,,,,,,,,,,,,,,,,,,,380.6443389999913,,,,,,,,,,,,,,,,373.5150740999961,373.5265512999904,374.51316560000123,376.9140095999901,376.92681239999365,374.7272920999967,,377.064936099996,q,377.06530249999196,377.0766409999924,377.0766409999924,377.0766409999924,380.6137799999997,qq,right,3.526641499993275,None,380.6185928999912,380.6443389999913,380.6443389999913,380.6443389999913,380.6443389999913,381.630848300003, ,space,0.975353299989365,None,374.52666509999835,0.1344262000056915,None,,,,,,,,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.375,"perro,aguila,lobo,dibujar,abrir,ensenar,saltar,reir,ballena,aprender,volar,beber,zorro,romper,comer,canguro",verbs,animals,0,3,3,1,,,,,,,,,,,,,,,,,,,,,387.77589469999657,,,,,,,,,,,,,,,,381.6314896999975,381.6443968999956,382.6303315999976,385.1812710999948,385.1934992000024,382.8435113000014,,385.36304219999874,q,385.36351229999855,385.37635589999263,385.37635589999263,385.37635589999263,387.7466252000013,qq ,right,2.3540212999942014,None,387.7514919999958,387.77589469999657,387.77589469999657,387.77589469999657,387.77589469999657,388.7469660999923,,space,0.9682539000059478,None,382.6433282999933,0.16077770000265446,None,,,,,,,,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.74748789999285,388.7603409000003,388.7603409000003,392.4641830999899,space,3.702197699996759,None,,,,,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.0625,"refrigerador,deshumidificador,estufa,plancha,radiador,calentador,licuadora,microondas,tostadora,cortafiambres,aspiradora,cafetera,picadora,batidora,canguro,ventilador",electro,animals,,,,,,,,,,,,,0,0,0,5,,,,,,,,,433.3617096999951,,,,,,,,,,,,,,,,392.48251770000206,392.4935751000012,393.4793117999943,,,,,,,412.66312240000116,412.6768027999933,412.6768027999933,412.6768027999933,433.33033799999976,ventilador.estufa.deshumidificador.picadora.tostadora,right,20.643992199999047,None,433.3468789000035,433.3617096999951,433.3617096999951,433.3617096999951,433.3617096999951,438.91428460000316,"0
",space,5.542055500001879,None,,,,,,,,,,,411.4642265000002,411.6767930999922,412.6768027999933,412.6630631000007,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.4375,"volar,kiwi,melon,mango,limon,pera,ciruela,correr,banana,bailar,pintar,caminar,beber,pensar,jugar,leer",verbs,fruits,,,,,,,,,,,,,0,1,1,8,,,,,,,,,491.60900460000266,,,,,,,,,,,,,,,,438.91497209999943,438.92702930000087,439.9127349999908,,,,,,,459.1133819999959,459.1263048999972,459.1263048999972,459.1263048999972,491.5803403000027,"caminar.pensar.bailar.beber.volar.kiwi.melocoton.arandano.pasear.frambuesa
 ",right,32.44898109999485,None,491.5850534999918,491.60900460000266,491.60900460000266,491.60900460000266,491.60900460000266,495.9645526999957,13,space,4.35225339999306,None,439.92635059999884,,,,,,,,,,457.91302279999945,458.12626140000066,459.1263048999972,459.11332519999996,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.125,"egipto,volar,caminar,comer,grecia,jugar,pintar,romper,llorar,nadar,cantar,escribir,dormir,construir,viajar,dibujar",verbs,countries,,,,,,,,,,,,,0,2,2,15,,,,,,,,,539.7254329999996,,,,,,,,,,,,,,,,495.96530070000154,495.9759696999972,496.96245229999477,,,,,,,516.1620865000004,516.1762370999932,516.1762370999932,516.1762370999932,539.6955470999965,dormir.viajar.sonar.egipto.grecia.caminar.vivir,right,23.512213699999847,None,539.7004878000007,539.7254329999996,539.7254329999996,539.7254329999996,539.7254329999996,543.7464545999974,11,space,4.016541400007554,None,496.9761887999921,,,,,,,,,,514.9787539999961,515.1763818000036,516.1762370999932,516.1620287999976,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.3125,"clarinete,koala,panda,mono,buho,jirafa,ukelele,ballena,trombon,conejo,camello,oboe,canguro,timbal,zorro,leon",animals,instruments,,,,,,,,,,,,,0,3,3,16,,,,,,,,,595.608650299997,,,,,,,,,,,,,,,,543.7470755999966,543.7597586999909,544.7463126999937,,,,,,,563.9457716000034,563.9591710999957,563.9591710999957,563.9591710999957,595.5794595999905,oboe.canguro.zorro.leon.clarinete.trombon,right,31.60972629999742,None,595.584800800003,595.608650299997,595.608650299997,595.608650299997,595.608650299997,603.0788191000029,80,space,7.463636099986616,None,544.7591227999947,,,,,,,,,,562.7464523999952,562.9593096000026,563.9591710999957,563.9457065000024,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.5,"ventilador,deshumidificador,camello,plancha,picadora,aguila,secadora,jirafa,koala,rinoceronte,freidora,colibri,gato,leon,aspiradora,lavadora",electro,animals,,,,,,,,,,,,,0,4,4,2,,,,,,,,,653.9248732999986,,,,,,,,,,,,,,,,603.0794423999905,603.0926818000007,604.0784408000036,,,,,,,623.2788615000027,623.2927025999961,623.2927025999961,623.2927025999961,653.8957941999979,koala.lavadora.deshumidificador.jirafa.elefante.picadora.,right,30.59275609999895,None,653.9006265999924,653.9248732999986,653.9248732999986,653.9248732999986,653.9248732999986,656.545664499994,11 ,space,2.6062772999866866,None,604.0924746999954,,,,,,,,,,622.0790897999977,622.2921497999923,623.2927025999961,623.2788037999999,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.1875,"colibri,ballena,koala,buho,delfin,brasil,cocodrilo,francia,camello,rinoceronte,mono,tiburon,murcielago,panda,hipopotamo,canada",animals,countries,,,,,,,,,,,,,0,5,5,10,,,,,,,,,712.3075860999961,,,,,,,,,,,,,,,,656.5462736999907,656.5583355999988,657.5460499999899,,,,,,,676.7448540999903,676.7587666000036,676.7587666000036,676.7587666000036,712.2786286999908,colibri.murcielago.hipopotamo.buho.brasil.francia.cocodrilo,right,35.51041729999997,None,712.2837174000015,712.3075860999961,712.3075860999961,712.3075860999961,712.3075860999961,716.0784454999957,14,space,3.7593050000141375,None,657.5583963999961,,,,,,,,,,675.5448732999939,675.7580848999933,676.7587666000036,676.744795599996,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.5,"lavanda,violonchelo,ukelele,armonica,azul,oboe,rosa,bateria,arpa,marron,turquesa,lila,mandolina,violeta,amarillo,clarinete",instruments,colors,,,,,,,,,,,,,0,6,6,11,,,,,,,,,764.2076043999987,,,,,,,,,,,,,,,,716.0790650999988,716.0916121999908,717.0780509999895,,,,,,,736.2781774000032,736.2918833000003,736.2918833000003,736.2918833000003,764.1784304999892,turquesa.lila.mandolina.bateria.oboe.azul.rosa.marron.arpa.,right,27.87669679999817,None,764.1837728999963,764.2076043999987,764.2076043999987,764.2076043999987,764.2076043999987,766.5780311999988,11 ,space,2.3533941000059713,None,717.0914560999954,,,,,,,,,,735.0785703000001,735.2918031000008,736.2918833000003,736.2781170999951,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.3125,"peru,higo,durazno,ciruela,bolivia,ecuador,cereza,limon,melon,pina,arandano,maracuya,pera,paraguay,frutilla,brasil",fruits,countries,,,,,,,,,,,,,0,7,7,7,,,,,,,,,814.0744817999948,,,,,,,,,,,,,,,,766.5786451000022,766.5920257999969,767.5780771999998,,,,,,,786.7781415999925,786.7908689000033,786.7908689000033,786.7908689000033,814.0447568999953,frutilla.bolivia.melon.melocoton.banana.paraguay.brasil.kiwi.mandarina,right,27.239619300002232,None,814.0495451000024,814.0744817999948,814.0744817999948,814.0744817999948,814.0744817999948,817.9780384999904,6 ,space,3.886830200004624,None,767.5906675000006,,,,,,,,,,785.5778921000019,785.7916524999891,786.7908689000033,786.7780602999992,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.375,"caminar,cocodrilo,escuchar,reir,camello,comer,cocinar,saltar,llorar,jirafa,leon,construir,nadar,gato,aprender,colibri",verbs,animals,,,,,,,,,,,,,0,8,8,12,,,,,,,,,852.1070225000003,,,,,,,,,,,,,,,,817.9786766999896,817.9916224999906,818.9778336000018,,,,,,,838.1776159000001,838.1911646999943,838.1911646999943,838.1911646999943,852.0773450999986,jirafa.gato.leon.colibri.bailar.vivir.llorar.caminar,right,13.880847899999935,None,852.0824607999966,852.1070225000003,852.1070225000003,852.1070225000003,852.1070225000003,856.113469399992,20,space,4.002189999999246,None,818.9906487999979,,,,,,,,,,836.9778204999893,837.1910088000004,838.1911646999943,838.1775588000019,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.125,"fagot,arpa,oboe,violonchelo,banjo,tiburon,flauta,cocodrilo,saxofon,ukelele,violin,mandolina,guitarra,acordeon,trompeta,trombon",instruments,animals,,,,,,,,,,,,,0,9,9,6,,,,,,,,,894.2900950999901,,,,,,,,,,,,,,,,856.1142011999909,856.1247850999935,857.1105787999986,,,,,,,876.3102552999917,876.3242022999912,876.3242022999912,876.3242022999912,894.2612338999897,acordeon.trompeta.guitarra.ukelele.trombon.clarinete.arpa,right,17.91964909998933,None,894.2662864000013,894.2900950999901,894.2900950999901,894.2900950999901,894.2900950999901,896.97740969999,2,space,2.6733324000088032,None,857.1238063999917,,,,,,,,,,875.1110654999939,875.3241833999928,876.3242022999912,876.3101911999984,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.0625,"plancha,horno,tostadora,picadora,humidificador,microondas,estufa,freidora,extractor,deshumidificador,cortafiambres,licuadora,secador de pelo,dorado,secadora,congelador",electro,colors,,,,,,,,,,,,,0,10,10,14,,,,,,,,,945.62381189999,,,,,,,,,,,,,,,,896.9781623000017,896.9914140999899,897.9769374000025,,,,,,,917.1767884000001,917.1908141000022,917.1908141000022,917.1908141000022,945.5944661999965,secadora.congelador.humidificador.deshumidificador.tostadora.secadora de pelo.lavadora,right,28.388273499993375,None,945.5997218999983,945.62381189999,945.62381189999,945.62381189999,945.62381189999,948.3598998999951,9,space,2.7279864000011003,None,897.9911328000017,,,,,,,,,,915.9780968999985,916.1908160000021,917.1908141000022,917.1767314000026,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.25,"radiador,humidificador,cebra,camello,extractor,microondas,lavavajillas,leon,aire acondicionado,licuadora,cortafiambres,jirafa,estufa,televisor,batidora,tostadora",electro,animals,,,,,,,,,,,,,0,11,11,13,,,,,,,,,988.4893870999949,,,,,,,,,,,,,,,,948.360783600001,948.3747010999941,949.3600791999925,,,,,,,968.5605966000003,968.573793699994,968.573793699994,968.573793699994,988.4597271999955,batidora.tostadora.cebra.camello.licuadora.leon.,right,19.87638760000118,None,988.4649171999918,988.4893870999949,988.4893870999949,988.4893870999949,988.4893870999949,992.477074800001,31,space,3.9838084999937564,None,949.3739675999968,,,,,,,,,,967.3595245000033,967.5735068999929,968.573793699994,968.5605402999936,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.4375,"deshumidificador,dorado,cian,gris,cortafiambres,tostadora,refrigerador,picadora,violeta,congelador,estufa,azul,beige,lila,granate,morado",colors,electro,,,,,,,,,,,,,0,12,12,17,,,,,,,,,1033.356207299992,,,,,,,,,,,,,,,,992.4778286999936,992.4901473999926,993.4762097999919,,,,,,,1012.6764973999962,1012.6898170999921,1012.6898170999921,1012.6898170999921,1033.3272047999926,lila.granate.morado.tostadora.azul.cian.celeste.,right,20.626164700006484,None,1033.3325632999913,1033.356207299992,1033.356207299992,1033.356207299992,1033.356207299992,1037.6925685000024,49,space,4.327856999996584,None,993.4903777,,,,,,,,,,1011.4764700999949,1011.6906484999927,1012.6898170999921,1012.6764409000025,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.375,"mirar,dibujar,ensenar,construir,zorro,saltar,tortuga,leon,romper,delfin,escuchar,nadar,mono,cocinar,escribir,colibri",verbs,animals,,,,,,,,,,,,,0,13,13,3,,,,,,,,,1075.3224416000012,,,,,,,,,,,,,,,,1037.6931829999958,1037.7066844999936,1038.693594299999,,,,,,,1057.8930716999894,1057.9065084999893,1057.9065084999893,1057.9065084999893,1075.2934588999924,mono.colibri.escuchar.leon.ensenar.caminar.vivir.delfin.,right,17.381929499999387,None,1075.2984916999994,1075.3224416000012,1075.3224416000012,1075.3224416000012,1075.3224416000012,1077.9600873000018,9,space,2.634071899999981,None,1038.7060215999954,,,,,,,,,,1056.693270399992,1056.906253299996,1057.9065084999893,1057.8929417999898,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.0,"clarinete,bateria,acordeon,tuba,tambor,saxofon,bajo,fagot,trompeta,contrabajo,marimba,violin,banjo,guitarra,piano,arpa",instruments,colors,,,,,,,,,,,,,0,14,14,0,,,,,,,,,1111.3384756000014,,,,,,,,,,,,,,,,1077.9610069999908,1077.9726281999901,1078.9594836000033,,,,,,,1098.1592842999962,1098.1729879999912,1098.1729879999912,1098.1729879999912,1111.3101798999996,guitarra.banjo.armonica.humidificador,right,13.128068999998504,None,1111.3155050999922,1111.3384756000014,1111.3384756000014,1111.3384756000014,1111.3384756000014,1111.6756849999947,,space,0.32869599999685306,None,1078.9726650999946,,,,,,,,,,1096.9599160999933,1097.1734278999938,1098.1729879999912,1098.159189099999,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.1875,"venezuela,francia,bolivia,ciruela,uk,mango,colombia,brasil,sudafrica,kiwi,australia,japon,noruega,usa,argentina,canada",countries,fruits,,,,,,,,,,,,,0,15,15,1,,,,,,,,,1156.2559161999961,,,,,,,,,,,,,,,,1111.6764922000002,1111.6891815999988,1112.6760324999923,,,,,,,1131.8754191999906,1131.8890187999932,1131.8890187999932,1131.8890187999932,1156.2258828999911,usa.argentina.canada.japon.uva.bolivia.uk.kiwi.francia,right,24.32930430000124,None,1156.2306566999905,1156.2559161999961,1156.2559161999961,1156.2559161999961,1156.2559161999961,1167.459156099998,220 ,space,11.187142499999027,None,1112.6892598999984,,,,,,,,,,1130.6764777999924,1130.8894719999953,1131.8890187999932,1131.875360799997,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.0,"cocodrilo,ardilla,halcon,murcielago,koala,mono,gato,camello,oso,aguila,colibri,pingüino,ballena,perro,tortuga,cebra",animals,fruits,,,,,,,,,,,,,0,16,16,9,,,,,,,,,1206.6385967999959,,,,,,,,,,,,,,,,1167.4597794000001,1167.471814199991,1168.4585892999894,,,,,,,1187.6583997999987,1187.6722299999965,1187.6722299999965,1187.6722299999965,1206.609358200003,tortuga.cebra.cocodrilo.murcielago.leon.colibri.mono.gato,right,18.930316300000413,None,1206.6144305999915,1206.6385967999959,1206.6385967999959,1206.6385967999959,1206.6385967999959,1208.793439999994,22,space,2.1474183999962406,None,1168.4727947999927,,,,,,,,,,1186.4589272000012,1186.6728501999896,1187.6722299999965,1187.6583422999975,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
0.25,"oboe,sandia,durazno,ciruela,fagot,frambuesa,limon,melocoton,higo,banana,contrabajo,manzana,granada,violin,pina,kiwi",fruits,instruments,,,,,,,,,,,,,0,17,17,4,,,,,,,,,1248.3050852000015,,,,,,,,,,,,,,,,1208.7943057999946,1208.806301699995,1209.7920103999932,,,,,,,1228.9918229999894,1229.0060647999926,1229.0060647999926,1229.0060647999926,1248.2756618999992,granada.pina.kiwi.melocoton.tuba,right,19.255396299995482,None,1248.2805003999965,1248.3050852000015,1248.3050852000015,1248.3050852000015,1248.3050852000015,1250.1423617999972,22,space,1.8258163999998942,None,1209.8052160999941,,,,,,,,,,1227.7922030999907,1228.0056339000002,1229.0060647999926,1228.9917664999957,,,,,,,,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.1430397999939,1250.1557576999912,1250.1557576999912,1251.8593843999988,space,1.6966031000047224,None,3,a,2024-09-09_18h05.34.652,FreeRecall,2024.1.5,None,2024-09-09 18h06.20.837311 -0300,
